Ticker,Gross Margin (TTM),Operating Margin (TTM),Pretax Margin (TTM),Net Margin (TTM)
TMHC,17.30532948,7.00997195,6.7674928,5.34751879
PINC,59.85328313,27.9875838,29.34917807,20.63903021
ISRG,69.21067322,30.6910796,33.54248074,30.79825835
TRIL,,-26603.63636364,-23303.63636364,-23227.27272727
FPRX,,-909.79561651,-922.42839855,-922.42839855
FSTR,17.52442917,4.09262095,2.65579942,6.49836579
IBIO,,-850.51605505,-972.24770642,-971.96100917
EYEN,,,,
RMBI,,-28.91008303,-42.67479767,-31.01902891
VNE,15.30773277,-24.14518674,-23.7243556,-26.24934245
AYX,90.57883276,9.40106722,1.45103013,6.4949391
WEX,57.27134388,22.54249747,12.56118411,5.74383692
SGLB,-873.65559603,-1586.84270685,-1570.60798219,-1570.60798219
LIFE,,-8265.82733813,-8615.82733813,-8615.82733813
RDIB,12.4721338,3.29661198,0.84330254,-9.54911858
DXYN,23.01391952,0.61642044,3.994319,4.04504221
HMY,10.98445919,8.20992312,-5.34828697,-4.92600769
LPI,35.30881508,27.31090279,-41.21041801,-40.90132226
VNTR,11.17370892,2.67605634,-0.93896714,-8.21596244
SAMA,,,,
LAWS,52.90208611,2.91867255,2.60905916,1.94748979
EVGN,-308.57054889,-2782.54337098,-2506.9479476,-2379.76107007
THR,37.39095384,10.75083365,7.02341546,5.29455594
UCTT,17.98518913,3.16184663,0.22621464,-0.87700376
RARE,83.08135835,-408.98335808,-385.13990397,-388.30533968
BTAI,,,,
ARYA,,,,
TPC,5.43206304,0.33378029,-9.56751457,-8.71050626
VSTM,81.45623281,-758.14046746,-854.77199817,-854.77199817
W,22.33890946,-10.18883743,-10.754551,-10.78752987
CJJD,23.4432471,-0.32269524,-0.03028893,0.13846632
EROS,52.78233239,0.68285281,-234.62588221,-240.95741972
ARLO,12.54460699,-37.46878526,-22.06906068,-23.25407111
ISSC,57.06453426,9.19282703,11.27000243,11.26003356
USIO,14.70532122,-16.29598843,-15.95320499,-16.37783101
ENOB,,,,
PRLB,51.09563837,17.40813728,17.6995954,13.87641478
VRNA,,,,
SCPH,,,,
HUBS,80.74296891,-6.84616069,-7.52348635,-7.96402217
EPZM,,-744.29411765,-715.28151261,-715.52521008
FGEN,,-34.80982317,-29.87095492,-29.99879179
DLPH,14.81311626,6.60398991,1.97202476,0.38981885
TOTA,,,,
NINE,11.93931834,2.367526,-26.60921534,-26.1425534
CNSP,,,,
ACMR,47.10948253,16.54607343,17.61467207,17.57189093
WIFI,26.94340195,-0.53299973,-3.90651655,-3.90310474
HYAC,,,,
HCR,8.80918334,0.52485189,-60.17474111,-64.98719299
ACAM,,,,
SAGE,60.93476995,-10310.48340128,-9904.45544554,-9904.45544554
TRNS,24.42414014,6.25269161,5.63754874,4.79194553
BSX,63.77608048,15.51788376,6.3990313,43.77794337
LGC,,,,
FRPH,45.57164506,19.79289443,49.60431049,39.23640343
CAAS,13.17409387,-1.7391423,0.00159179,1.15222725
SSTI,59.73449156,3.91391834,4.31144484,4.4120534
BIOX,43.24550572,14.82543764,-9.61981448,-10.94541224
MTP,,-4380.09162939,-3952.20368868,-3251.61768237
NTWK,47.6614152,5.20754024,9.57225167,5.53246494
LCAHU,,,,
AFMD,,,,
MKL,,31.22991522,28.86624549,22.62479101
PRDO,82.30232721,14.90543313,14.81940532,11.24638365
KRA,15.64799195,5.39320874,2.43865673,2.82304277
MWK,39.3530856,-33.98834436,-37.85637522,-37.88171357
AVYA,48.84776536,5.90083799,-24.79050279,-25.62849162
CLH,20.91061752,6.72459623,4.34439466,2.86443604
LGF.B,39.43979478,1.96408675,-6.79397818,-7.73715441
CLRB,,,,
ICUI,37.19349428,11.47947257,9.05909614,7.97933673
MCB,,31.3639731,31.38605539,21.11138021
SUPN,95.75816985,37.82790798,37.55190895,28.78537511
TRT,23.00512445,1.22097887,6.25130726,4.7845639
AMCI,,,,
SLGL,,-113.29898708,-107.30003493,-107.44411457
REXN,,,,
CARS,50.53833804,5.20470362,-78.34071227,-73.4031997
FLGT,56.63121003,-1.31578947,1.25737826,-1.26352681
NEPT,-13.6742512,-161.88917302,-132.64476996,-132.26641902
FVE,15.06800721,-1.14023732,-1.44960513,-1.41293042
TNK,17.87371317,13.92091139,4.2365253,4.49114898
KFS,,,,
TAYD,31.39341885,12.01037839,12.4170808,10.23895612
CWK,16.82779111,1.30956462,0.48908696,0.00228545
CTMX,,-192.89777175,-178.58372906,-177.84097827
SYN,,,,
JVA,17.0373635,-1.24751328,-1.15572954,-1.22889886
CCH,,,,
TWMC,29.73439195,-7.85437303,-29.62505559,-29.67235914
S,31.23421036,7.90868199,-10.09612422,-8.2537433
TMDX,58.73157092,-125.41518387,-141.95475343,-142.12421623
CBB,29.10132101,6.03891456,-5.0237522,-4.33396239
ERI,44.32213757,17.73777029,4.9432631,3.20383791
MGI,42.84271845,-1.01747573,-4.99417476,-4.68349515
OAS,15.10925095,9.14780011,-5.95450017,-6.19009878
RUBI,62.16962676,-17.63461071,-17.25548864,-16.28882325
ATRS,59.24966092,0.80087838,-1.63647226,-1.63647226
NLS,35.75440128,-9.22644163,-32.92497211,-30.43794558
PSN,21.03134106,1.52072968,1.70025781,3.04778078
ZKIN,24.48838448,13.53487879,13.21455361,12.69007406
SWKH,,73.60458864,73.33213838,70.4140527
KRTX,,,,
XERS,1.48820327,-4442.10526316,-4574.88203267,-4558.25771325
SOLO,-120.58733787,-3600.54083683,-3977.73831139,-3964.22549681
HRTX,57.78595309,-144.34259564,-140.26978516,-140.26978516
GFN,39.3272178,16.64722976,8.16157969,5.84369435
TGEN,37.33197138,-6.12219402,-14.29759752,-14.08770384
TAST,9.32022574,-0.10439134,-3.01087324,-2.18210034
HIL,33.6975377,3.95524351,3.49195217,3.7413963
RDI,12.4721338,3.29661198,0.84330254,-9.54911858
ZIXI,55.65447532,-1.34925531,-11.02756748,-8.44553102
CHPMU,,,,
UTX/I,26.28247532,11.60486141,10.69172601,7.18186181
MSTR,79.44304964,-0.20603421,7.86775153,7.06417698
CALA,,,,
GIB,15.19661021,15.19661021,13.54524658,10.17802192
ZEN,71.41867526,-19.34490179,-20.67177781,-20.83759126
GKOS,83.74658205,-14.19800493,-21.11366168,6.50845627
NCSM,42.34810327,-0.4063557,-5.87196146,-15.97342872
RIBT,-3.63091975,-61.38826804,-57.92181504,-57.92181504
ETSY,66.88135937,11.17587328,9.85435843,11.71462122
ASPN,18.85847534,-10.15892377,-10.45022422,-10.45022422
POAI,38.87666423,-996.50190639,-674.79876566,-674.79876566
BDSI,80.61747569,3.35401162,-13.73564715,-13.74013592
EQBK,,16.82978851,16.37381147,12.74692527
EPAM,33.11207003,13.16990424,13.05808096,11.38099344
DRH,27.21729555,7.16359074,21.98496734,19.54554516
SQNS,41.24267409,-105.66767371,-129.63183756,-128.28693029
OLLI,38.41836275,13.1335841,12.2662351,10.02202104
FISV,48.34593109,17.86590753,10.63119662,8.76607441
AKRX,31.20339259,-14.42347849,-42.16966161,-33.2298305
CVM,,-5905.84462385,-7760.12166327,-7760.12166327
ZFGN,,,,
TRVI,,,,
PBH,54.73724314,30.77767551,-4.03169182,-3.57251934
TEN,10.99713467,2.67048711,-0.99713467,-1.79942693
WAAS,51.0912245,4.33639495,-8.78090492,-9.86549509
AMTX,6.28620085,-2.44111328,-18.98335627,-17.68136318
EMKR,18.87972416,-31.12816352,-35.75147049,-35.81119149
ICCH,,9.08510015,8.86053366,7.48789514
CUO,19.94173472,-5.10439197,-20.10505407,-15.34142573
HGSH,23.97172954,14.13529057,14.08886638,8.64527502
EGHT,57.42200007,-33.60484175,-35.71558278,-35.93540186
NMRD,,,,
QRVO,41.60595687,16.39849425,12.15260207,11.02887348
MFH,,,,
PLXS,9.21151823,4.54178468,3.87888041,3.61074143
AMD,42.62368147,8.75055712,5.52666766,5.06611202
UFI,9.02993475,2.59541683,1.67023536,0.50695261
EVER,93.60840156,-2.74184019,-2.86040408,-2.86040408
LOCO,17.83532657,8.82757217,7.81814482,5.62928131
NDRA,,,,
ALGR,,,,
ACOR,68.56384057,-60.60267451,-142.53387316,-141.86758416
ATRC,73.79975477,-10.47195276,-15.16201848,-15.24823771
WUBA,88.47766143,18.28140821,59.77419636,53.66898159
PEN,67.80628602,8.66670929,9.1586668,8.85231227
DCAR,-6.29541204,-140.23819791,-140.0655993,-141.46269048
ITRM,,-275732.43243216,-277529.72972946,-278729.72972946
AMS,33.87245617,14.16290252,7.37772597,3.12788382
THM,,,,
MYO,76.08942685,-281.28622422,-279.14970025,-279.14970025
KODK,14.65378422,-5.55555556,-4.83091787,-7.32689211
APEN,41.09190072,-58.03806626,-71.21470708,-71.5857233
ECOM,75.83699474,3.19177587,3.20947376,2.67930655
SCWX,51.4291149,-9.24358574,-9.02991566,-7.05757642
NLTX,,,,
NXTC,,-590.54671498,-531.54246101,-531.54246101
BCOV,58.9905397,-4.80550812,-11.57084384,-11.87444092
EPAY,52.34980877,1.49535377,0.9575511,1.29399419
TTD,76.37423645,16.97218701,17.58090818,16.38555165
NSCO,31.46154287,14.52947068,-13.48921382,-10.17372573
VBLT,-233.98576512,-4041.81494662,-3462.09964413,-3462.09964413
CHK,4.6969697,0.08158508,-7.44755245,-3.58974359
NWGI,,-5.7347584,-17.78004135,-20.79712845
ANIX,-148.232,-4588.502,-4727.4608,-4658.8216
PDLI,-9.43806271,-121.54792995,-134.66771372,-128.58812572
BLNK,-209.46837506,-333.02151988,-303.3761778,-303.3761778
CPAH,81.55045059,-23.22113208,-26.36808226,-26.36808226
AIMT,,,,
ALJJ,15.57674919,-0.21553808,-3.18729065,-5.96198795
SFTW.U,,,,
FI,12.09287488,-8.67619672,-36.47658298,-40.5795627
DLA,20.30196458,3.51360742,2.56019571,2.42144507
HJLI,,-22681.84873412,-24406.7375092,-24406.7375092
NEWA,39.17506741,-4.47331437,-2.51769385,-3.43520637
MTBC,31.42250975,-0.08657485,-1.05280436,-1.35198635
AGTC,,-88.32774951,-79.05860942,-79.51772346
AXTI,29.8176708,-0.37715,-1.23234361,-3.12289805
TISI,27.63174861,-0.04040182,-2.82408705,-2.78660791
USAS,-24.6106929,-41.55830981,-55.17437577,-55.80998563
USEG,55.36370903,-4.8441247,-5.37170264,-5.37170264
RBKB,,16.02464013,16.02464013,12.75426176
SURF,,-373.4765625,-356.69921875,-356.69921875
PTSI,5.2299111,2.55359536,1.9672214,1.5364359
CHEK,,,,
CPHC,25.36250404,5.99610241,6.69043944,4.58959691
EXTN,15.23143369,2.75921484,-6.3435906,-8.26322261
CRM,68.04889461,2.94186455,4.12913791,0.7369283
MAG,,,,
FEIM,20.94839421,-21.47052866,-21.02266334,-21.17120158
ACST,,,,
XOMA,,-21.14861187,-10.78933043,-25.37289058
GIGM,50.82654463,-50.39463059,-27.95694853,-27.95694853
DSGX,56.65970697,15.9806488,14.7392711,11.34929802
RVNC,,-39820.5811138,-38602.66343826,-38602.66343826
AVXL,,,,
FWONA,8.65479723,-1.73095945,-19.83184965,-15.38081108
DPHC,,,,
OBE,-26.81564246,-31.56424581,-99.72067039,-99.72067039
ADAP,,-13120.2666557,-13034.06599113,-12163.90912416
TNDM,53.60455969,-4.61572432,-6.79096341,-6.83208899
WDAY,70.58163015,-14.03929895,-13.32334916,-13.27438565
BIMI,1.36895241,-258.62031057,-282.13080181,-278.70671961
GALT,,,,
TPRE,,20.84094284,20.93901714,20.82471847
GSS,17.14871741,10.0835924,-19.08875601,-25.47207228
KIRK,6.88149964,-5.59084586,-8.70818706,-8.82046102
HQY,63.70290587,20.51098417,8.11194884,7.4557372
CVV,9.89892832,-34.49866121,-33.84590896,-29.9523896
GO,28.88006292,2.6700479,0.65564497,0.60239481
TCCO,49.66916262,5.92387647,6.05896922,6.05896922
CCO,34.36565927,9.5774291,-10.78776068,-13.53687482
OCN,87.47682917,-5.44678355,-11.27812041,-12.67207044
FORD,19.52572197,-7.42866066,-8.8698655,-8.85818059
ATOM,50.65666041,-2556.28517824,-2495.30956848,-2495.30956848
QD,89.88054859,43.23267303,43.70675024,36.68544101
TOPS,32.91040253,9.68114015,-11.43672655,-10.04476941
SNGX,-13.64479441,-350.92640063,-299.66080601,-281.71904513
DTEA,44.17694344,-3.21962145,-11.86095059,-17.06282425
SPT,,,,
SNDL,,,,
VIVO,57.97923384,17.70861364,12.74758193,9.69916986
RNET,25.54182052,-0.49849546,-3.30999337,-7.88536663
XENE,,-627.01713282,-609.43037048,-609.09357153
FLY,69.08240441,61.47194739,52.41016595,48.5716001
SNFCA,,6.54888534,3.94517192,3.22720573
INSG,27.58592412,-8.87669935,-18.02948573,-18.28051536
SPXC,28.31388488,7.33578078,5.45430707,4.93641012
BIOC,-88.10932166,-417.05098573,-454.69365836,-454.69365836
HMSY,33.67443865,16.78126422,16.66073324,13.92475994
SNCA,,-53942.67896583,-43097.09627127,-43097.09627127
BRQS,,,,
VREX,33.11949686,5.82389937,2.17610063,1.54716981
LIND,43.92799578,9.67585859,6.10275408,4.76637394
NCNA,,,,
CETV,45.08753548,26.96242394,22.22698775,17.14641827
SPLP,30.90135666,5.83127313,1.79523775,0.25543709
ALO,-4.28033302,-10.49293052,-125.79075621,-121.53888712
MGLN,1.33609929,1.33609929,1.12882002,0.78081711
PCRX,73.29951119,8.19331823,-2.55281147,-2.61646549
TELL,4.36867897,-506.93010809,-527.46324679,-527.46324679
DDOG,75.48128342,-5.55157396,-4.40377088,-4.60609736
MOGU,37.55015448,-77.25891808,-224.3794139,-234.55452622
CCRN,23.10003114,0.72571465,-2.94457471,-7.01913347
DOGZ,35.96971222,2.4395691,6.80286453,5.42322654
SANM,7.32287752,3.6878336,2.98096173,1.79949003
VERU,66.56958421,-20.01844286,-37.89779746,-36.58377542
CMG,16.64250965,8.72180123,8.20362923,6.2680786
SOGO,36.99759034,5.48809307,7.82263266,7.58856345
PLX,80.0797177,-19.88737133,-33.41561077,-33.41561077
GERN,,-15761.95652174,-14901.73913043,-14901.73913043
SPRT,26.00341049,4.66100357,6.31572299,6.07256766
DSX,30.66307854,12.54439854,-4.05521728,-4.77238955
PPC,9.51265814,6.18280708,5.41268425,3.99610175
HLX,19.14633287,9.85784184,8.71860824,7.62193297
TTOO,-101.10377924,-624.58308338,-707.93041392,-707.93041392
BMRA,26.50341789,-47.36379623,-46.58236237,-47.06219657
CSTM,10.19195775,4.69276451,1.36021614,1.0012171
IPI,18.94127002,7.98818585,6.21788027,6.19379757
CRSP,,16.14006008,23.24182465,23.08712317
AMRK,0.58140097,-0.12383538,0.05361257,0.03285516
GNPX,,,,
ALBO,,-676.84723952,-650.86135326,-650.86135326
EMMS,19.25299071,-5.93362104,-17.31166622,-14.38913646
QUIK,57.27449079,-148.99127061,-150.57225994,-149.79631426
TC,,,,
BIO,54.56237274,10.92120421,97.81204754,76.0784787
HNGR,17.95753548,6.09519091,2.77574892,2.50672558
INFN,27.48761419,-16.06972241,-29.53771177,-29.76583402
BIIB,82.10948561,45.84945729,56.04766399,46.31508573
QRHC,17.37359811,0.61878796,0.16553185,-0.05580974
CTG,19.03620265,2.31676688,1.59550448,1.04650278
AKBA,56.86430787,-85.45884938,-85.45944639,-83.48004931
CIH,80.94341016,49.60207087,50.04894481,42.33584208
SEAS,34.31997563,17.89930799,9.22614365,6.39916924
OII,4.79677988,-5.69530946,-16.15239116,-17.01283711
OBAS,55.25779562,20.35813523,24.84717505,-10.36739734
DUO,21.19497992,5.46151395,6.42717327,6.76795434
AGE,10.05434783,-1230.88768116,-1158.24275362,-1143.93115942
WYY,16.11264176,0.87028397,0.60843836,0.22242868
GSKY,83.36678804,58.77038403,17.2812996,6.22024087
CLPT,67.45366114,-40.97289135,-49.38772941,-49.38772941
VHC,,-23135.29411765,-23027.05882353,-22564.70588235
OVID,,,,
ATNM,,,,
AIRG,45.43311919,0.68068956,1.95523548,1.66214222
PXS,15.5478687,0.82153281,-30.01477318,-30.01477318
MOHO,25.05367113,3.37368392,2.69815944,2.32318872
GPAQ,,,,
PRGX,33.0682501,-0.86181505,-7.89241155,-8.44025024
LORL,,,,
GLYC,,,,
RESN,,-4103.26530612,-4071.97278912,-4072.10884354
SYPR,11.2446098,-4.32012379,-4.49761637,-4.52492292
FONR,48.4420804,23.87856681,24.38839891,16.78609779
ELSE,52.8699443,-0.37539356,2.25236135,2.26447082
LYV,22.83341772,2.79244775,1.6029139,-0.04227583
III,39.83850273,5.02628282,2.68622795,1.25713512
PFIE,47.59128303,8.1177358,9.15197751,5.18579762
CMBM,46.99432269,0.75610048,-2.74166005,-6.59144359
LIQT,24.557711,-1.20214536,-0.78938683,0.12138191
TXG,77.16608444,-11.82262203,-12.62053007,-12.70918652
AXGN,83.74222206,-29.29942275,-27.30339606,-27.30339606
CHMA,,,,
PDLB,,7.29867981,-11.37586038,-9.63816903
AG,17.48051685,6.20371647,-10.69193501,-11.10419762
BITA,66.63281075,-11.53524924,-9.23538592,-10.97067885
PARR,4.1412633,3.28552206,-0.53466471,0.72966552
ZYXI,80.61664321,24.33585503,26.26011612,20.87438424
TKAT,29.0215688,-237.55546122,-275.58837082,-272.45307112
RELV,40.81098286,-1.16176262,0.4747191,-0.20739222
WHLR,36.72438556,-4.83321768,-13.11827263,-12.97303403
NTGR,29.18941368,2.72161664,2.96649191,2.58729136
HOLX,51.01709427,17.1798884,-3.02028284,7.30123114
APEI,55.45743529,7.70181996,5.821078,3.49774688
AEY,17.71177498,-6.13351982,-6.91214203,-6.83262633
ACGL,,28.06400318,27.6583368,24.47548389
WRN,,,,
SSKN,64.17400114,-9.5295384,-12.47071487,-11.99898689
HOTH,,,,
TCDA,,,,
ABIO,,,,
AXTA,32.91910223,12.71920039,7.36245594,5.55530766
BHVN,,,,
PAYC,82.16725342,30.66733002,30.64875805,24.45941348
WHLM,8.15009718,0.91761315,0.7377927,0.31071915
RCMT,24.59654631,3.43589744,2.52328624,2.12349555
GRAF,,,,
NGD,1.79499494,-1.08085992,-11.6990294,-11.64252803
CUBI,,18.93494412,18.91623554,14.69420719
LMNL,39.43239304,-498.66243677,-998.13941524,-989.24804939
QES,4.75754879,-6.5864381,-15.48516054,-15.57684247
PDS,10.94756443,4.19945242,-0.54102977,0.42937223
SNDX,,-3792.94660514,-3694.59459459,-3694.59459459
AXLA,,,,
RBZ,,,,
AEIS,41.2074053,17.34284135,8.51691113,7.15649194
WISA,-4.26170468,-669.92797119,-722.08883553,-722.56902761
CRUS,52.53035965,13.33787876,14.33838268,12.51712585
NCR,27.12942878,9.66015907,4.93130875,8.87924801
BKYI,45.07424195,-167.22460756,-186.74819804,-186.74819804
REFR,-135.14598552,-201.36123144,-243.53689999,-243.53689999
OPTT,-10.4387292,-889.10741301,-880.40847201,-880.40847201
IQV,23.35707203,7.72559272,3.17317227,1.72180654
WK,71.46204484,-15.34856709,-16.11159787,-16.15825923
MYSZ,,-9529.2189184,-8764.8031437,-8764.8031437
SCSC,10.68957726,2.36003553,1.64477409,1.19952112
ATSG,12.21402537,12.21402537,4.92857994,4.13054002
INS,65.7201994,39.01991079,39.40180159,31.97679503
GLIBA,38.34317053,-6.28310345,298.21913353,216.67894221
SEAC,60.87567134,-9.31693314,-43.69559849,-43.98728317
HUIZ,36.05642262,0.65127005,1.93464792,2.04036184
CNX,8.99770626,-10.00775385,5.09109706,-6.88633915
ICLR,27.44826057,15.44657409,15.21787244,13.32884745
KGJI,10.39091693,9.63285293,1.02672642,0.21620777
ALIM,82.82075524,-9.77698682,-18.95890106,-19.35932373
CATB,,,,
MDJH,,,,
GRIN,5.96321961,-2.38214629,-10.04633797,-10.68220127
MD,23.14297083,11.62630189,-35.34837494,-32.73317922
CECE,30.88931725,5.74313553,3.903542,5.17946933
DNOW,19.75601491,1.52490681,-3.15147408,-3.28702135
RNDB,,7.56173498,7.56173498,7.31010364
INOV,57.02682088,10.79061658,0.91499198,1.13229869
MRTX,,-6659.79010494,-6394.48275862,-6394.48275862
RCM,16.25495321,7.12418852,0.82623725,1.01171908
DAO,28.85801877,-45.83192755,-45.70856524,-48.67120629
DDD,44.19705163,-9.07718083,-10.34821505,-11.10787895
CNF,51.06646323,23.77688621,23.77688621,17.63301043
INMD,87.0568748,38.12843356,39.67805271,39.10501979
CNDT,11.50660398,0.60443251,-47.14573539,-43.29527647
CRSAU,,,,
SKYS,50.82397477,-3.19101184,-50.63208979,-76.65597891
ASM,-1.524721,-14.54429753,-9.95752082,-7.97791431
LPTH,32.89932266,0.14239394,-4.70965901,-8.04594852
ST,29.97924329,17.48956499,11.34364273,8.21418465
GTHX,,,,
FARM,30.04930781,-1.17966221,-0.71849017,-8.29575028
AMRH,14.74501045,-15.84603658,-13.06616677,-14.03988884
SPLK,81.50001314,-11.16724306,-14.0594067,-14.27208823
DOCU,73.95025109,-19.86804535,-20.89959557,-21.39273141
SUP,8.94696999,4.29242681,-6.7787163,-7.06935658
DRAD,17.79655822,-1.0982178,-4.6135657,-4.28515129
LL,36.9472479,1.53605937,1.18533664,0.88440336
SPI,9.04262189,-5.31078463,-6.43525993,-6.88408137
NXTD,69.69302371,8.83957314,-17.62332213,-19.29052933
REGN,87.37823333,28.10234759,30.89121754,26.90693593
CSII,80.10772821,-2.85510026,-2.58502321,-2.66407937
RIOT,9.08293111,-124.87933304,-299.04929062,-293.0963873
NBRV,,-838.40312203,-871.88060331,-872.94589178
LOGC,,,,
BIDU,41.4372891,5.74014229,0.87484673,1.91304503
MLND,,,,
FLWS,39.85912374,4.02140052,4.0673752,3.25474585
FOLD,85.32789719,-165.02686063,-195.30062501,-195.56292081
SEM,11.00756483,8.65214061,4.85428651,2.630474
NEOS,61.13938344,-16.11007131,-26.12724095,-26.1442559
PECK,17.05366302,1.91197652,3.8909584,-4.73194722
APRE,,,,
CAAP,27.38925552,16.06221765,6.86830696,6.09526213
UIS,22.97283549,9.0514464,1.34635602,-0.5833079
SWAV,60.02655733,-120.76596934,-118.91860411,-119.06303872
ALXN,85.78810326,42.44999294,43.97795854,48.52956018
HBIO,50.4209131,2.05808429,-4.73591792,-4.03439609
VEL,95.11753098,14.96959364,13.87415929,9.44073781
SKX,45.58656611,9.50086503,9.88505668,6.6390156
MOD,15.74321371,3.18554849,1.13145244,0.51959404
IEC,13.12532326,4.69165354,3.64699231,2.90303956
FET,25.59390145,-0.7213378,-59.46959718,-59.27609047
ARQT,,,,
NOW,75.65530018,1.217274,1.94151779,18.11037161
MKGI,-816.09291514,-1631.85700309,-1609.05856361,-1609.05856361
EDNT,32.8382218,-35.41270872,-37.29394117,-37.40024721
TECD,6.21985192,1.64854603,1.30961805,1.01220536
CLSD,,-1394.56971928,-1416.01472619,-1416.01472619
CYRX,51.12164021,-52.07441245,-53.8269926,-54.00840554
ALTR,67.95899023,1.7883486,0.73826308,-1.6434416
SOL,28.71672386,14.78586478,-9.00177141,-7.51703781
XRF,,,,
MICT,-63.73165618,-811.11111111,-996.4360587,-884.06708595
CARV,,-20.2482188,-19.6583161,-19.78472382
EB,56.80684291,-21.29711019,-20.93489897,-20.8767027
ERJ,14.21529978,-4.61908564,-1.63517784,-1.49356508
XSPA,4.91433449,-21.50885109,-41.12960592,-42.10515619
EPIX,,,,
RBBN,54.24010541,0.74443582,-21.8239388,-23.09935341
HUGE,-1822.3847136,-13231.17557977,-19305.9009116,-19305.9009116
QK,,,,
WIX,74.1282217,-10.54411579,-11.01265557,-11.354009
DMRC,65.04111019,-146.73946143,-142.77200157,-142.86335755
LOAC,,,,
SAQNU,,,,
ROAD,14.99356523,6.9105039,6.95464578,5.39998135
PAM,31.84354886,15.91267686,26.02001255,23.10225331
LWAY,23.50073239,-1.74063659,-3.94316201,-3.64913556
UAL,14.32765436,10.47412099,9.0478282,6.95577799
NVGS,17.523209,11.12088448,-5.6815112,-5.86467949
CEVA,86.19194052,-1.58573527,1.56852396,0.03212778
XNET,44.69691343,-31.24372912,-26.94175569,-29.40422954
VG,49.03341837,0.59343538,-2.19515599,-1.63804309
RIGL,98.18175685,-116.53454325,-112.82890298,-112.82890298
LEE,53.98591924,15.18963863,3.26555053,1.86029726
ELA,19.18395671,3.95130128,3.50606234,3.39010064
IRS,58.10958352,12.75548771,,-40.15910449
TXMD,86.00644588,-304.56110112,-354.79529986,-354.79529986
TCOM,79.33021947,14.11638838,25.69001024,19.82225337
PRSC,6.10698145,1.93709171,-0.36597384,-0.35928485
ACLS,42.03196893,7.05771552,6.10045545,4.96678894
PS,77.22571077,-46.52140986,-51.46918684,-35.64702912
PACK,28.76106195,0.46414503,-21.9158353,-18.47434071
FATE,,-943.13670412,-918.99812734,-918.99812734
ACEL,25.45165357,7.77242362,-0.15669734,-1.3817642
STML,88.08369316,-183.37175699,-177.68909095,-177.74826692
LOVE,50.03896541,-6.27881591,-5.91304048,-5.93144494
MRIN,51.69671262,-35.55958887,-25.54857656,-25.30385839
TAL,55.80239738,9.64216543,4.549084,3.30986171
QTT,70.60575279,-49.52689463,-48.26581939,-48.34510376
GXGX,,,,
GWPH,91.26849225,-39.38623662,-4.60454569,-3.26473654
ONVO,39.95132128,-883.27538248,-798.60917942,-798.67872045
FTEK,35.54665704,-24.57741163,-25.72291332,-25.76886467
FLNT,26.02526235,3.2387356,-0.59392795,-0.62019852
CWST,20.83227385,7.86665752,4.00638244,4.2585051
MOR,74.40042251,-149.86017124,-147.62695772,-142.8120708
CPSS,99.68883748,2.64950839,2.64950839,1.56333141
REDU,54.58306657,14.55921245,14.07492748,9.66476389
BOOT,33.1483273,9.47049672,7.77766794,5.99233614
IRWD,93.33890428,18.58160233,5.01968895,5.01968895
NES,0.61579429,-11.78568457,-32.70783057,-32.65433493
WBC,29.56890253,10.62399532,9.1421891,7.18690633
SVMK,73.9269601,-21.63450122,-24.92933144,-24.02535936
DCPH,,-802.904,-769.024,-769.024
CYH,6.82059046,6.82059046,-3.25510977,-5.10976533
PSTI,-7791.30434783,-138234.7826087,-136291.30434783,-136291.30434783
CHEF,25.5273477,3.5585997,2.03557657,1.51981928
HUYA,17.68029147,2.16210747,6.75893076,5.57940524
CAMT,48.33941456,16.39469031,16.99236675,15.53734918
VIPS,22.222188,4.71957184,5.30694297,4.31151209
BFYT,,10.1408966,9.73304896,6.15575539
STIM,75.43890449,-42.98072012,-46.35469867,-46.35469867
IRTC,75.61846194,-25.79529866,-25.66885341,-25.69918161
DISCA,53.57944849,28.2762957,20.60540735,18.40474266
RAVE,58.93234226,7.17966044,-8.44665935,-6.95160064
EARS,,,,
LPG,47.2392933,38.68239888,24.37233813,24.37233813
FVRR,78.88076359,-32.29385559,-31.17405882,-31.91374109
OIIM,52.46848739,-10.47629989,-6.34847689,-8.27041754
PRTA,,-10535.38083538,-9496.06879607,-9542.62899263
PTCT,87.0398723,-62.80441723,-78.15688318,-81.95191869
MNTX,17.99836281,0.9462754,-2.54875965,-3.77798341
ABMD,82.55281973,30.2722556,37.56568664,29.14186888
WINS,,,,
AMN,30.82412323,8.34761782,6.68230648,5.12972598
TYL,45.60407648,14.39277558,14.71226323,13.48705435
PFHD,,6.9240336,6.9240336,5.41638113
LPL,,-5.75086136,-14.11566827,-12.01363875
KZIA,,,,
PLAB,22.08371394,10.30895447,10.50854982,5.94619975
SUNW,14.22920015,-7.53492397,-11.81388305,-11.81388305
MR,17.73151483,7.49557484,4.79887019,4.79887019
ASUR,52.0713341,6.47425231,,-41.41494944
OIS,8.98861163,-2.74103213,-23.66206846,-22.78538247
CHUY,12.6527769,5.7956126,0.77728289,1.4576986
CALB,,19.41865917,18.07032349,13.1270511
KRKR,42.22161136,-3.73474671,-1.17414103,-130.30243514
CALX,44.52902222,-3.0464497,-3.89602432,-4.16986779
CPRT,44.27479098,36.6510355,35.87701185,32.94561747
LAZY,18.81900166,2.1620004,0.28081351,0.11071278
DNR,38.8204532,26.26999274,25.49793873,17.21698693
